Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782107981,1000,,Aggregated,578.400000,0.000000,140,200,260,300,470,670,2100,7100,9100,13000,13000,58696,0,140,313.6417537109833,13.200499932281673,13170.02040008083,1009.5112784516832
1782107982,1000,,Aggregated,567.900000,0.000000,140,200,260,300,470,660,2100,7100,9100,13000,13000,59363,0,140,312.12269903173774,13.200499932281673,13170.02040008083,1010.1446523929046
1782107983,1000,,Aggregated,577.900000,0.000000,140,200,260,300,470,660,2000,7000,9100,13000,13000,59909,0,140,310.96892427049056,13.200499932281673,13170.02040008083,1011.1603098032015
1782107984,1000,,Aggregated,571.000000,0.000000,140,200,260,300,460,660,2000,7000,9100,13000,13000,60607,0,140,310.2181700203369,13.200499932281673,13170.02040008083,1012.0668404639728
1782107985,1000,,Aggregated,570.800000,0.000000,140,200,250,300,460,660,1900,7000,9100,13000,13000,61295,0,140,308.53407248914226,13.200499932281673,13170.02040008083,1013.3841748919161
1782107986,1000,,Aggregated,567.600000,0.000000,140,200,250,290,460,650,1900,7000,9100,13000,13000,61962,0,140,306.980401183334,13.200499932281673,13170.02040008083,1013.8068977760563
1782107988,1000,,Aggregated,579.700000,0.000000,150,200,250,290,450,650,1900,7000,9100,13000,13000,62663,0,150,305.94124611846723,13.200499932281673,13170.02040008083,1015.4341477426871
1782107989,1000,,Aggregated,592.800000,0.000000,150,200,250,290,450,650,1800,7000,9000,13000,13000,63298,0,150,305.04109759742244,13.200499932281673,13170.02040008083,1017.0035704129672
1782107990,1000,,Aggregated,580.200000,0.000000,150,200,250,290,450,640,1600,7000,9000,13000,13000,63957,0,150,304.107036085563,13.200499932281673,13170.02040008083,1018.47430304736
1782107991,1000,,Aggregated,579.400000,0.000000,150,210,250,290,450,640,1600,6900,9000,13000,13000,64581,0,150,303.3987374231615,13.200499932281673,13170.02040008083,1019.1889410198046
1782107992,1000,,Aggregated,585.100000,0.000000,150,200,250,290,450,630,1600,6900,9000,13000,13000,65263,0,150,301.98535180923807,13.200499932281673,13170.02040008083,1020.2593965953143
1782107993,1000,,Aggregated,573.600000,0.000000,150,200,250,280,440,630,1400,6900,9000,13000,13000,65916,0,150,300.3604575569961,13.200499932281673,13170.02040008083,1020.5395958492627
1782107994,1000,,Aggregated,574.900000,0.000000,150,200,250,280,440,630,1300,6600,9000,13000,13000,66526,0,150,299.36768856425164,13.200499932281673,13170.02040008083,1021.3279018729519
1782107995,1000,,Aggregated,577.600000,0.000000,150,200,250,280,440,630,1200,6300,9000,13000,13000,67222,0,150,298.1255466175883,13.200499932281673,13170.02040008083,1021.4186724584214
1782107996,1000,,Aggregated,581.800000,0.000000,150,200,250,280,440,620,1200,5800,9000,13000,13000,67856,0,150,296.91147739077644,13.200499932281673,13170.02040008083,1021.4176933506249
1782107998,1000,,Aggregated,585.500000,0.000000,150,200,250,280,430,620,1100,5700,9000,13000,13000,68475,0,150,296.26245611286515,13.200499932281673,13170.02040008083,1021.9389850310332
1782107999,1000,,Aggregated,580.700000,0.000000,150,210,250,280,430,620,1100,5700,9000,13000,13000,69217,0,150,296.0782292258885,13.200499932281673,13170.02040008083,1022.1628790615023
1782108000,1000,,Aggregated,575.800000,0.000000,150,210,250,280,430,610,1100,5600,9000,13000,13000,69862,0,150,295.12426683787584,13.200499932281673,13170.02040008083,1022.7149237067362
1782108001,1000,,Aggregated,577.200000,0.000000,160,200,250,280,430,610,1100,5500,9000,13000,13000,70547,0,160,293.9479818975931,13.200499932281673,13170.02040008083,1023.6797454179483
1782108002,1000,,Aggregated,584.600000,0.000000,160,200,250,280,420,600,1100,5100,9000,13000,13000,71226,0,160,292.6995065289283,13.200499932281673,13170.02040008083,1024.2892342683851
1782108003,1000,,Aggregated,583.200000,0.000000,150,200,250,280,420,600,1100,5100,9000,13000,13000,71842,0,150,291.2936264208843,13.200499932281673,13170.02040008083,1024.9113192839843
1782108005,1000,,Aggregated,585.100000,0.000000,150,200,250,280,420,600,1000,5100,9000,13000,13000,72571,0,150,289.64639528914137,13.200499932281673,13170.02040008083,1026.4706012043378
